,id,metadata
2860,Stenotrophomonas maltophilia R551-3,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Xanthomonadales', 'Xanthomonadaceae', 'Stenotrophomonas', 'Stenotrophomonas maltophilia', 'Stenotrophomonas maltophilia R551-3']}"
2861,Stenotrophomonas sp. SKA14,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Gammaproteobacteria', 'Xanthomonadales', 'Xanthomonadaceae', 'Stenotrophomonas', 'Stenotrophomonas sp. SKA14', 'Stenotrophomonas sp. SKA14']}"
2862,Stigeoclonium helveticum,"{'taxonomy': ['Eukaryota', 'Chlorophyta', 'Chlorophyceae', 'Chaetophorales', 'unclassified (derived from Chaetophorales)', 'Stigeoclonium', 'Stigeoclonium helveticum', 'Stigeoclonium helveticum']}"
2863,Stigmatella aurantiaca DW4/3-1,"{'taxonomy': ['Bacteria', 'Proteobacteria', 'Deltaproteobacteria', 'Myxococcales', 'Cystobacteraceae', 'Stigmatella', 'Stigmatella aurantiaca', 'Stigmatella aurantiaca DW4/3-1']}"
2864,Strawberry vein banding virus,"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Caulimoviridae', 'Caulimovirus', 'Strawberry vein banding virus', 'Strawberry vein banding virus']}"
2865,Streptobacillus moniliformis DSM 12112,"{'taxonomy': ['Bacteria', 'Fusobacteria', 'Fusobacteriia', 'Fusobacteriales', 'Leptotrichiaceae', 'Streptobacillus', 'Streptobacillus moniliformis', 'Streptobacillus moniliformis DSM 12112']}"
2866,Streptococcus agalactiae 18RS21,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus agalactiae', 'Streptococcus agalactiae 18RS21']}"
2867,Streptococcus agalactiae 2603V/R,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus agalactiae', 'Streptococcus agalactiae 2603V/R']}"
2868,Streptococcus agalactiae 515,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus agalactiae', 'Streptococcus agalactiae 515']}"
2869,Streptococcus agalactiae A909,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus agalactiae', 'Streptococcus agalactiae A909']}"
2870,Streptococcus agalactiae CJB111,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus agalactiae', 'Streptococcus agalactiae CJB111']}"
2871,Streptococcus agalactiae COH1,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus agalactiae', 'Streptococcus agalactiae COH1']}"
2872,Streptococcus agalactiae H36B,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus agalactiae', 'Streptococcus agalactiae H36B']}"
2873,Streptococcus agalactiae NEM316,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus agalactiae', 'Streptococcus agalactiae NEM316']}"
2874,Streptococcus anginosus F0211,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus anginosus', 'Streptococcus anginosus F0211']}"
2875,Streptococcus bovis ATCC 700338,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus equinus', 'Streptococcus bovis ATCC 700338']}"
2876,Streptococcus downei F0415,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus downei', 'Streptococcus downei F0415']}"
2877,Streptococcus dysgalactiae subsp. equisimilis GGS_124,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus dysgalactiae', 'Streptococcus dysgalactiae subsp. equisimilis GGS_124']}"
2878,Streptococcus equi subsp. equi 4047,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus equi', 'Streptococcus equi subsp. equi 4047']}"
2879,Streptococcus equi subsp. zooepidemicus,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus equi', 'Streptococcus equi subsp. zooepidemicus']}"
2880,Streptococcus equi subsp. zooepidemicus MGCS10565,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus equi', 'Streptococcus equi subsp. zooepidemicus MGCS10565']}"
2881,Streptococcus gallolyticus UCN34,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus gallolyticus', 'Streptococcus gallolyticus UCN34']}"
2882,Streptococcus gallolyticus subsp. gallolyticus TX20005,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus gallolyticus', 'Streptococcus gallolyticus subsp. gallolyticus TX20005']}"
2883,Streptococcus gordonii str. Challis substr. CH1,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus gordonii', 'Streptococcus gordonii str. Challis substr. CH1']}"
2884,Streptococcus infantarius subsp. infantarius ATCC BAA-102,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus infantarius', 'Streptococcus infantarius subsp. infantarius ATCC BAA-102']}"
2885,Streptococcus infantis SK1302,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus infantis', 'Streptococcus infantis SK1302']}"
2886,Streptococcus mitis ATCC 6249,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus mitis', 'Streptococcus mitis ATCC 6249']}"
2887,Streptococcus mitis B6,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus mitis', 'Streptococcus mitis B6']}"
2888,Streptococcus mitis NCTC 12261,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus mitis', 'Streptococcus mitis NCTC 12261']}"
2889,Streptococcus mitis SK321,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus mitis', 'Streptococcus mitis SK321']}"
2890,Streptococcus mitis SK564,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus mitis', 'Streptococcus mitis SK564']}"
2891,Streptococcus mitis SK597,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus mitis', 'Streptococcus mitis SK597']}"
2892,Streptococcus mutans NN2025,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus mutans', 'Streptococcus mutans NN2025']}"
2893,Streptococcus mutans UA159,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus mutans', 'Streptococcus mutans UA159']}"
2894,Streptococcus oralis ATCC 35037,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus oralis', 'Streptococcus oralis ATCC 35037']}"
2895,Streptococcus parasanguinis ATCC 15912,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus parasanguinis', 'Streptococcus parasanguinis ATCC 15912']}"
2896,Streptococcus parasanguinis F0405,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus parasanguinis', 'Streptococcus parasanguinis F0405']}"
2897,Streptococcus phage 7201,"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Caudovirales', 'Siphoviridae', 'unclassified (derived from Siphoviridae)', 'Streptococcus phage 7201', 'Streptococcus phage 7201']}"
2898,Streptococcus phage DT1,"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Caudovirales', 'Siphoviridae', 'unclassified (derived from Siphoviridae)', 'Streptococcus phage DT1', 'Streptococcus phage DT1']}"
2899,Streptococcus phage MM1,"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Caudovirales', 'Siphoviridae', 'unclassified (derived from Siphoviridae)', 'Streptococcus phage MM1', 'Streptococcus phage MM1']}"
2900,Streptococcus phage SM1,"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Caudovirales', 'Siphoviridae', 'unclassified (derived from Siphoviridae)', 'Streptococcus phage SM1', 'Streptococcus phage SM1']}"
2901,Streptococcus pneumoniae 670-6B,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae 670-6B']}"
2902,Streptococcus pneumoniae 70585,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae 70585']}"
2903,Streptococcus pneumoniae AP200,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae AP200']}"
2904,Streptococcus pneumoniae ATCC 700669,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae ATCC 700669']}"
2905,Streptococcus pneumoniae BS397,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae BS397']}"
2906,Streptococcus pneumoniae BS455,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae BS455']}"
2907,Streptococcus pneumoniae BS457,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae BS457']}"
2908,Streptococcus pneumoniae BS458,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae BS458']}"
2909,Streptococcus pneumoniae CCRI 1974,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae CCRI 1974']}"
2910,Streptococcus pneumoniae CCRI 1974M2,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae CCRI 1974M2']}"
2911,Streptococcus pneumoniae CDC0288-04,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae CDC0288-04']}"
2912,Streptococcus pneumoniae CDC1087-00,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae CDC1087-00']}"
2913,Streptococcus pneumoniae CDC1873-00,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae CDC1873-00']}"
2914,Streptococcus pneumoniae CDC3059-06,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae CDC3059-06']}"
2915,Streptococcus pneumoniae CGSP14,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae CGSP14']}"
2916,Streptococcus pneumoniae D39,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae D39']}"
2917,Streptococcus pneumoniae G54,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae G54']}"
2918,Streptococcus pneumoniae Hungary19A-6,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae Hungary19A-6']}"
2919,Streptococcus pneumoniae JJA,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae JJA']}"
2920,Streptococcus pneumoniae MLV-016,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae MLV-016']}"
2921,Streptococcus pneumoniae P1031,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae P1031']}"
2922,Streptococcus pneumoniae R6,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae R6']}"
2923,Streptococcus pneumoniae SP-BS293,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae SP-BS293']}"
2924,Streptococcus pneumoniae SP11-BS70,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae SP11-BS70']}"
2925,Streptococcus pneumoniae SP14-BS292,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae SP14-BS292']}"
2926,Streptococcus pneumoniae SP14-BS69,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae SP14-BS69']}"
2927,Streptococcus pneumoniae SP18-BS74,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae SP18-BS74']}"
2928,Streptococcus pneumoniae SP19-BS75,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae SP19-BS75']}"
2929,Streptococcus pneumoniae SP195,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae SP195']}"
2930,Streptococcus pneumoniae SP23-BS72,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae SP23-BS72']}"
2931,Streptococcus pneumoniae SP3-BS71,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae SP3-BS71']}"
2932,Streptococcus pneumoniae SP6-BS73,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae SP6-BS73']}"
2933,Streptococcus pneumoniae SP9-BS68,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae SP9-BS68']}"
2934,Streptococcus pneumoniae TCH8431/19A,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae TCH8431/19A']}"
2935,Streptococcus pneumoniae TIGR4,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae TIGR4']}"
2936,Streptococcus pneumoniae Taiwan19F-14,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae Taiwan19F-14']}"
2937,Streptococcus pneumoniae str. Canada MDR_19A,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae str. Canada MDR_19A']}"
2938,Streptococcus pneumoniae str. Canada MDR_19F,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pneumoniae', 'Streptococcus pneumoniae str. Canada MDR_19F']}"
2939,Streptococcus pseudoporcinus SPIN 20026,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pseudoporcinus', 'Streptococcus pseudoporcinus SPIN 20026']}"
2940,Streptococcus pyogenes ATCC 10782,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pyogenes', 'Streptococcus pyogenes ATCC 10782']}"
2941,Streptococcus pyogenes M1 GAS,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pyogenes', 'Streptococcus pyogenes M1 GAS']}"
2942,Streptococcus pyogenes M49 591,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pyogenes', 'Streptococcus pyogenes M49 591']}"
2943,Streptococcus pyogenes MGAS10270,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pyogenes', 'Streptococcus pyogenes MGAS10270']}"
2944,Streptococcus pyogenes MGAS10394,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pyogenes', 'Streptococcus pyogenes MGAS10394']}"
2945,Streptococcus pyogenes MGAS10750,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pyogenes', 'Streptococcus pyogenes MGAS10750']}"
2946,Streptococcus pyogenes MGAS2096,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pyogenes', 'Streptococcus pyogenes MGAS2096']}"
2947,Streptococcus pyogenes MGAS315,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pyogenes', 'Streptococcus pyogenes MGAS315']}"
2948,Streptococcus pyogenes MGAS5005,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pyogenes', 'Streptococcus pyogenes MGAS5005']}"
2949,Streptococcus pyogenes MGAS6180,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pyogenes', 'Streptococcus pyogenes MGAS6180']}"
2950,Streptococcus pyogenes MGAS8232,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pyogenes', 'Streptococcus pyogenes MGAS8232']}"
2951,Streptococcus pyogenes MGAS9429,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pyogenes', 'Streptococcus pyogenes MGAS9429']}"
2952,Streptococcus pyogenes NZ131,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pyogenes', 'Streptococcus pyogenes NZ131']}"
2953,Streptococcus pyogenes SSI-1,"{'taxonomy': ['Bacteria', 'Firmicutes', 'Bacilli', 'Lactobacillales', 'Streptococcaceae', 'Streptococcus', 'Streptococcus pyogenes', 'Streptococcus pyogenes SSI-1']}"
2954,Streptococcus pyogenes phage 315.4,"{'taxonomy': ['Viruses', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'unclassified (derived from Viruses)', 'Streptococcus pyogenes phage 315.4', 'Streptococcus pyogenes phage 315.4']}"
